issu,act,ctxt,key,summ,area,date
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,House Committee,60797,"The Panel made a report to the House Committee urging the Administration to introduce in the current session a legislative proposal to set out in separate provisions a regulatory framework for application to CE, making reference to that being applied to government officers under POBO.[<a href=""http://www.legco.gov.hk/yr01-02/english/hc/papers/hc0125cb2-977.pdf"" target=""_blank"">Report]</a>",Constitutional Affairs,25.1.02
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,60799,"Some Panel members expressed disappointment at the lack of progress of the matter and agreed that the Panel Chairman should write to the Director of Administration enquiring about the progress.  The Administration replied on 5 July 2004 that it was still working on the detailed proposal.[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0621cb2-3027-e-scan.pdf"" target=""_blank"">Administration's response]</a>",Constitutional Affairs,21.6.04
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,60800,"The Administration advised in writing that it would revert to the Panel once it was in a position to do so. [<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca1115cb2-204-1e.pdf"" target=""_blank"">Administration's response]</a>",Constitutional Affairs,15.11.04
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,60801,"Members agreed to formed a subcommittee under the Panel to monitor and examine the issue of devising an appropriate statutory framework of bribery prevention applicable to CE, including in particular the review of POBO.
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca0321cb2-1091-1e.pdf"" target=""_blank"">Background brief</a>]
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca0321cb2-1091-1e.pdf"" target=""_blank"">Administration's Paper</a>]",Constitutional Affairs,30.5.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,60802,"The Subcommittee endorsed the proposed term of reference and discussed the way forward. [<a href=""http://www.legco.gov.hk/yr04-05/chinese/panels/ca/ca_ce/papers/cace0629cb2-c-ec.pdf"" target=""_blank"">Term of reference</a>]",Constitutional Affairs,29.6.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,60803,"Members expressed dissatisfaction that the Administration was unable to give a clear policy indication as to whether CE would be subject to the standards of bribery prevention applicable to government officials under POBO, and whether this should be given effect through legislative means. [<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0711cb2-2111-1a5e-scan.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0711cb2-2206-1e-scan.pdf"" target=""_blank"">Papers</a>]",Constitutional Affairs,11.7.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,60804,"The Administration advised members that it would explain to the Subcommittee in October 2005 the position of the study of whether and how POBO should apply to CE.
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0721cb2-2345-1e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0721cb2-2345-2e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,21.7.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,60805,"The Administration explained to Members its proposal to apply sections 4, 5 and 10 of POBO to CE, and introduce a referral provision for the Secretary for Justice to refer bribery-related complaints against CE to LegCo for consideration of invoking the impeachment proceedings under BL73(9).  The Subcommittee discussed the impeachment and criminal proceedings against CE.
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-195-2e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee received views from the Law Society of Hong Kong. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-195-1e-scan.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee received views from the Hong Kong Bar Association. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-248-2e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-248-1e.pdf"" target=""_blank"">Administration's response</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1219cb2-691-2e.pdf"" target=""_blank"">Administration's response</a>]",Constitutional Affairs,01.11.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,60806,"The Administration elaborated on the need for the referral provision for the Secretary for Justice to refer bribery-related complaints against CE to LegCo.  The Subcommittee completed its work. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1219cb2-691-1e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee considered the Research Report prepared by the Research and Library Services Division [<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506rp01e.pdf"" target=""_blank"">Research Report</a>]",Constitutional Affairs,19.12.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,60807,"The Subcommittee reported its work to the Panel.  Members agreed that the Subcommittee should be dissolved. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/papers/ca0220cb2-1149-1e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,20.2.06
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,60808,"In the course of discussing the Proposed Guidelines on Election-related Activities in respect of the CE Election, members expressed concern that a bill to subject CE to certain provisions under POBO had not yet been introduced into LegCo. [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1120cb2-377-1-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,20.11.06
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,60809,"The Administration briefed the Panel on the legislative timetable in introducing the bill and the problems in drafting the Bill.  The Panel also discussed the impeachment and criminal proceedings.
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-629-1-e.pdf"" target=""_blank"">Background Brief</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-629-2-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,18.12.06
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,60810,"The Panel considered the Information Note on ""Criminal Immunity of Head of State/Government and Whether Impeachment Proceedings Precede Criminal Prosecution"" prepared by the Research and Library Services Division [<a href=""http://www.legco.gov.hk/yr06-07/english/sec/library/0607in10-e.pdf"" target=""_blank"">Information Note</a>]",Constitutional Affairs,26.3.07
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,House Committee,60811,"The Prevention of Bribery (Amendment) Bill 2007 was introduced into LegCo on 6.7.07 and a Bills Committee was formed on 5.10.07.  The Bill seeks to extend the applications of certain provisions under POBO to CE.  The Bills Committee made a report to the Council on 25.6.08.  The Bill was passed on the same date. [<a href=""http://www.legco.gov.hk/yr06-07/english/bc/bc62/reports/bc620625cb2-2365-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,5.10.07
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Council Question,60812,"Hon Paul TSE raised a question on ""Investigation of Offences Under Prevention of Bribery Ordinance Involving Public Officers"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0229-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 31""]",Constitutional Affairs,29.2.12
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Council Question,60813,"Hon Dennis KWOK raised a question on ""Application of Sections 3 and 8 of Prevention of Bribery Ordinance to Chief Executive"". [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1205-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 56""]",Constitutional Affairs,5.12.12
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,71306,"The Panel discussed with the Administration on the application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) (POBO) to the Chief Executive. [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ca/papers/ca0121cb2-921-4e.pdf"" target=""_blank"">Background brief</a>] [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ca/papers/ca0121cb2-921-5e.pdf"" target=""_blank"">Administration's Paper</a>]",Constitutional Affairs,21.1.02
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,House Committee,71307,"The Panel made a report to the House Committee urging the Administration to introduce in the current session a legislative proposal to set out in separate provisions a regulatory framework for application to CE, making reference to that being applied to government officers under POBO.[<a href=""http://www.legco.gov.hk/yr01-02/english/hc/papers/hc0125cb2-977.pdf"" target=""_blank"">Report]</a>",Constitutional Affairs,25.1.02
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,71309,"Some Panel members expressed disappointment at the lack of progress of the matter and agreed that the Panel Chairman should write to the Director of Administration enquiring about the progress.  The Administration replied on 5 July 2004 that it was still working on the detailed proposal.[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0621cb2-3027-e-scan.pdf"" target=""_blank"">Administration's response]</a>",Constitutional Affairs,21.6.04
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,71310,"The Administration advised in writing that it would revert to the Panel once it was in a position to do so. [<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca1115cb2-204-1e.pdf"" target=""_blank"">Administration's response]</a>",Constitutional Affairs,15.11.04
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,71311,"Members agreed to formed a subcommittee under the Panel to monitor and examine the issue of devising an appropriate statutory framework of bribery prevention applicable to CE, including in particular the review of POBO.
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca0321cb2-1091-1e.pdf"" target=""_blank"">Background brief</a>]
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca0321cb2-1091-1e.pdf"" target=""_blank"">Administration's Paper</a>]",Constitutional Affairs,30.5.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,71312,"The Subcommittee endorsed the proposed term of reference and discussed the way forward. [<a href=""http://www.legco.gov.hk/yr04-05/chinese/panels/ca/ca_ce/papers/cace0629cb2-c-ec.pdf"" target=""_blank"">Term of reference</a>]",Constitutional Affairs,29.6.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,71313,"Members expressed dissatisfaction that the Administration was unable to give a clear policy indication as to whether CE would be subject to the standards of bribery prevention applicable to government officials under POBO, and whether this should be given effect through legislative means. [<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0711cb2-2111-1a5e-scan.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0711cb2-2206-1e-scan.pdf"" target=""_blank"">Papers</a>]",Constitutional Affairs,11.7.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,71314,"The Administration advised members that it would explain to the Subcommittee in October 2005 the position of the study of whether and how POBO should apply to CE.
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0721cb2-2345-1e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0721cb2-2345-2e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,21.7.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,71315,"The Administration explained to Members its proposal to apply sections 4, 5 and 10 of POBO to CE, and introduce a referral provision for the Secretary for Justice to refer bribery-related complaints against CE to LegCo for consideration of invoking the impeachment proceedings under BL73(9).  The Subcommittee discussed the impeachment and criminal proceedings against CE.
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-195-2e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee received views from the Law Society of Hong Kong. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-195-1e-scan.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee received views from the Hong Kong Bar Association. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-248-2e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-248-1e.pdf"" target=""_blank"">Administration's response</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1219cb2-691-2e.pdf"" target=""_blank"">Administration's response</a>]",Constitutional Affairs,01.11.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,71316,"The Administration elaborated on the need for the referral provision for the Secretary for Justice to refer bribery-related complaints against CE to LegCo.  The Subcommittee completed its work. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1219cb2-691-1e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee considered the Research Report prepared by the Research and Library Services Division [<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506rp01e.pdf"" target=""_blank"">Research Report</a>]",Constitutional Affairs,19.12.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,71317,"The Subcommittee reported its work to the Panel.  Members agreed that the Subcommittee should be dissolved. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/papers/ca0220cb2-1149-1e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,20.2.06
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,71318,"In the course of discussing the Proposed Guidelines on Election-related Activities in respect of the CE Election, members expressed concern that a bill to subject CE to certain provisions under POBO had not yet been introduced into LegCo. [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1120cb2-377-1-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,20.11.06
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,71319,"The Administration briefed the Panel on the legislative timetable in introducing the bill and the problems in drafting the Bill.  The Panel also discussed the impeachment and criminal proceedings.
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-629-1-e.pdf"" target=""_blank"">Background Brief</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-629-2-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,18.12.06
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,71320,"The Panel considered the Information Note on ""Criminal Immunity of Head of State/Government and Whether Impeachment Proceedings Precede Criminal Prosecution"" prepared by the Research and Library Services Division [<a href=""http://www.legco.gov.hk/yr06-07/english/sec/library/0607in10-e.pdf"" target=""_blank"">Information Note</a>]",Constitutional Affairs,26.3.07
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,House Committee,71321,"The Prevention of Bribery (Amendment) Bill 2007 was introduced into LegCo on 6.7.07 and a Bills Committee was formed on 5.10.07.  The Bill seeks to extend the applications of certain provisions under POBO to CE.  The Bills Committee made a report to the Council on 25.6.08.  The Bill was passed on the same date. [<a href=""http://www.legco.gov.hk/yr06-07/english/bc/bc62/reports/bc620625cb2-2365-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,5.10.07
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Council Question,71322,"Hon Paul TSE raised a question on ""Investigation of Offences Under Prevention of Bribery Ordinance Involving Public Officers"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0229-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 31""]",Constitutional Affairs,29.2.12
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Council Question,71323,"Hon Dennis KWOK raised a question on ""Application of Sections 3 and 8 of Prevention of Bribery Ordinance to Chief Executive"". [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1205-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 56""]",Constitutional Affairs,5.12.12
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Council Question,71324,"Hon Emily LAU raised a question on ""Implementation of Recommendations in Report of the Independent Review Committee for the Prevention and Handling of Potential Conflicts of Interests"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20141126-translate-e.pdf#nameddest=wrq11"" target=""_blank"">Hansard</a> ""page 94""]",Constitutional Affairs,26.11.14
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Council Motion,71325,"Dr Hon Helena WONG moved a motion on ""Extending the Application of Sections 3 and 8 of the Prevention of Bribery Ordinance to the Chief Executive"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20151105-translate-e.pdf#nameddest=mbm07"" target=""_blank"">Hansard</a> ""page 31""] [<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20151111-translate-e.pdf#nameddest=mbm01"" target=""_blank"">Hansard</a> ""page 158""]",Constitutional Affairs,4.11.15
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,72195,"The Panel discussed with the Administration on the application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) (POBO) to the Chief Executive. [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ca/papers/ca0121cb2-921-4e.pdf"" target=""_blank"">Background brief</a>] [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ca/papers/ca0121cb2-921-5e.pdf"" target=""_blank"">Administration's Paper</a>]",Constitutional Affairs,21.1.02
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,House Committee,72196,"The Panel made a report to the House Committee urging the Administration to introduce in the current session a legislative proposal to set out in separate provisions a regulatory framework for application to CE, making reference to that being applied to government officers under POBO.[<a href=""http://www.legco.gov.hk/yr01-02/english/hc/papers/hc0125cb2-977.pdf"" target=""_blank"">Report]</a>",Constitutional Affairs,25.1.02
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,72198,"Some Panel members expressed disappointment at the lack of progress of the matter and agreed that the Panel Chairman should write to the Director of Administration enquiring about the progress.  The Administration replied on 5 July 2004 that it was still working on the detailed proposal.[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0621cb2-3027-e-scan.pdf"" target=""_blank"">Administration's response]</a>",Constitutional Affairs,21.6.04
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,72199,"The Administration advised in writing that it would revert to the Panel once it was in a position to do so. [<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca1115cb2-204-1e.pdf"" target=""_blank"">Administration's response]</a>",Constitutional Affairs,15.11.04
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,72200,"Members agreed to formed a subcommittee under the Panel to monitor and examine the issue of devising an appropriate statutory framework of bribery prevention applicable to CE, including in particular the review of POBO.
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca0321cb2-1091-1e.pdf"" target=""_blank"">Background brief</a>]
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca0321cb2-1091-1e.pdf"" target=""_blank"">Administration's Paper</a>]",Constitutional Affairs,30.5.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,72201,"The Subcommittee endorsed the proposed term of reference and discussed the way forward. [<a href=""http://www.legco.gov.hk/yr04-05/chinese/panels/ca/ca_ce/papers/cace0629cb2-c-ec.pdf"" target=""_blank"">Term of reference</a>]",Constitutional Affairs,29.6.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,72202,"Members expressed dissatisfaction that the Administration was unable to give a clear policy indication as to whether CE would be subject to the standards of bribery prevention applicable to government officials under POBO, and whether this should be given effect through legislative means. [<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0711cb2-2111-1a5e-scan.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0711cb2-2206-1e-scan.pdf"" target=""_blank"">Papers</a>]",Constitutional Affairs,11.7.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,72203,"The Administration advised members that it would explain to the Subcommittee in October 2005 the position of the study of whether and how POBO should apply to CE.
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0721cb2-2345-1e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0721cb2-2345-2e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,21.7.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,72204,"The Administration explained to Members its proposal to apply sections 4, 5 and 10 of POBO to CE, and introduce a referral provision for the Secretary for Justice to refer bribery-related complaints against CE to LegCo for consideration of invoking the impeachment proceedings under BL73(9).  The Subcommittee discussed the impeachment and criminal proceedings against CE.
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-195-2e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee received views from the Law Society of Hong Kong. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-195-1e-scan.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee received views from the Hong Kong Bar Association. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-248-2e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-248-1e.pdf"" target=""_blank"">Administration's response</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1219cb2-691-2e.pdf"" target=""_blank"">Administration's response</a>]",Constitutional Affairs,01.11.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Subcommittee to study discrimination on the ground of sexual orientation,72205,"The Administration elaborated on the need for the referral provision for the Secretary for Justice to refer bribery-related complaints against CE to LegCo.  The Subcommittee completed its work. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1219cb2-691-1e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee considered the Research Report prepared by the Research and Library Services Division [<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506rp01e.pdf"" target=""_blank"">Research Report</a>]",Constitutional Affairs,19.12.05
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,72206,"The Subcommittee reported its work to the Panel.  Members agreed that the Subcommittee should be dissolved. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/papers/ca0220cb2-1149-1e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,20.2.06
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,72207,"In the course of discussing the Proposed Guidelines on Election-related Activities in respect of the CE Election, members expressed concern that a bill to subject CE to certain provisions under POBO had not yet been introduced into LegCo. [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1120cb2-377-1-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,20.11.06
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,72208,"The Administration briefed the Panel on the legislative timetable in introducing the bill and the problems in drafting the Bill.  The Panel also discussed the impeachment and criminal proceedings.
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-629-1-e.pdf"" target=""_blank"">Background Brief</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-629-2-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,18.12.06
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Constitutional Affairs Panel,72209,"The Panel considered the Information Note on ""Criminal Immunity of Head of State/Government and Whether Impeachment Proceedings Precede Criminal Prosecution"" prepared by the Research and Library Services Division [<a href=""http://www.legco.gov.hk/yr06-07/english/sec/library/0607in10-e.pdf"" target=""_blank"">Information Note</a>]",Constitutional Affairs,26.3.07
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,House Committee,72210,"The Prevention of Bribery (Amendment) Bill 2007 was introduced into LegCo on 6.7.07 and a Bills Committee was formed on 5.10.07.  The Bill seeks to extend the applications of certain provisions under POBO to CE.  The Bills Committee made a report to the Council on 25.6.08.  The Bill was passed on the same date. [<a href=""http://www.legco.gov.hk/yr06-07/english/bc/bc62/reports/bc620625cb2-2365-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,5.10.07
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Council Question,72211,"Hon Paul TSE raised a question on ""Investigation of Offences Under Prevention of Bribery Ordinance Involving Public Officers"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0229-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 31""]",Constitutional Affairs,29.2.12
Application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) to the Chief Executive,,Council Question,72212,"Hon Dennis KWOK raised a question on ""Application of Sections 3 and 8 of Prevention of Bribery Ordinance to Chief Executive"". [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1205-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 56""]",Constitutional Affairs,5.12.12
